event_id,hourly_prod_id,event_type,cause_family,organ,element,operator_action,duration_minutes,comment
EV_b348483e,HP_38cf5fcc,material_shortage,organization,supply_chain,raw_material,material supply,13,Generated production event
EV_5c981457,HP_38cf5fcc,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,3,Generated production event
EV_6127aaa3,HP_38cf5fcc,article_code_change,changeover,control_system,article_code,code update,1,Generated production event
EV_74587096,HP_f8a4a017,short_break,planned,human,break,break,10,Alternating daily break
EV_66e37fdb,HP_f8a4a017,machine_warmup,planned,machine,startup,warmup,3,Generated production event
EV_b9b8a369,HP_f8a4a017,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,3,Generated production event
EV_f0dfa177,HP_f8a4a017,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,8,Generated production event
EV_fdc89fa4,HP_00cfa489,short_break,planned,human,break,break,10,Alternating daily break
EV_abda5774,HP_00cfa489,tray_blocked_in_stacker,mechanical,stacker,guide,tray alignment,3,Generated production event
EV_f6665e82,HP_00cfa489,film_retake,process,film_unit,film,film reposition,9,Generated production event
EV_f16db85e,HP_00cfa489,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,3,Generated production event
EV_b117a922,HP_00cfa489,article_code_change,changeover,control_system,article_code,code update,2,Generated production event
EV_1862922a,HP_c22caf74,short_break,planned,human,break,break,10,Alternating daily break
EV_22fb76a8,HP_c22caf74,label_ribbon_replacement,operator,labeling_unit,ribbon,ribbon replacement,11,Generated production event
EV_cee32579,HP_c22caf74,intermediate_changeover,changeover,line,format,changeover,5,Generated production event
EV_c348bb24,HP_c22caf74,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,2,Generated production event
EV_825b9339,HP_6d9332c6,short_break,planned,human,break,break,10,Alternating daily break
EV_fb3f8a24,HP_6d9332c6,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,8,Generated production event
EV_cdc3da86,HP_6d9332c6,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,8,Generated production event
EV_be46caf7,HP_6d9332c6,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,1,Generated production event
EV_e684c44d,HP_b83d8a3e,short_break,planned,human,break,break,10,Alternating daily break
EV_e513c875,HP_b83d8a3e,outfeed_conveyor_failure,mechanical,case_packer,conveyor,product evacuation,6,Generated production event
EV_bf4926a4,HP_b83d8a3e,axis_collision,mechanical,robot_axis,axis,axis reset,9,Generated production event
EV_0af4f93c,HP_959deffc,short_break,planned,human,break,break,10,Alternating daily break
EV_76c7a515,HP_959deffc,stacker_jam,mechanical,stacker,tray_flow,tray clearance,18,Generated production event
EV_7c9d6875,HP_959deffc,product_detachment_fault,mechanical,delta_robot,gripper,product pick,1,Generated production event
EV_18a6d968,HP_3f4fa232,short_break,planned,human,break,break,10,Alternating daily break
EV_74504ecb,HP_3f4fa232,film_retake,process,film_unit,film,film reposition,8,Generated production event
EV_365fc9cc,HP_3f4fa232,empty_tray_before_stacker,process,stacker,tray_supply,tray refill,3,Generated production event
EV_1e578d83,HP_f9c11f10,short_break,planned,human,break,break,10,Alternating daily break
EV_15e50e6a,HP_f9c11f10,product_detachment_fault,mechanical,delta_robot,gripper,product pick,5,Generated production event
EV_72c070fa,HP_f9c11f10,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,3,Generated production event
EV_354f6bac,HP_f9c11f10,meeting,planned,organization,meeting,meeting,3,Generated production event
EV_2b68c4dc,HP_ee3c4bf6,short_break,planned,human,break,break,10,Alternating daily break
EV_d0a82416,HP_ee3c4bf6,label_ribbon_replacement,operator,labeling_unit,ribbon,ribbon replacement,9,Generated production event
EV_8f6dc280,HP_ee3c4bf6,axis_collision,mechanical,robot_axis,axis,axis reset,3,Generated production event
EV_e522bfaf,HP_ee3c4bf6,meeting,planned,organization,meeting,meeting,3,Generated production event
EV_48895d7e,HP_3139832d,short_break,planned,human,break,break,10,Alternating daily break
EV_cc35ba5f,HP_3139832d,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,7,Generated production event
EV_36bbbb78,HP_3139832d,planned_maintenance,maintenance,maintenance,planned,maintenance,3,Generated production event
EV_5b785a61,HP_3139832d,operator_break,planned,human,break,break,1,Generated production event
EV_f22ce3ff,HP_c57a3ae0,short_break,planned,human,break,break,10,Alternating daily break
EV_bb5c424d,HP_c57a3ae0,paper_roll_change,changeover,printing_unit,paper_roll,roll change,8,Generated production event
EV_519b4c9b,HP_c57a3ae0,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,2,Generated production event
EV_794240d0,HP_5a6398e7,short_break,planned,human,break,break,10,Alternating daily break
EV_1259aa49,HP_5a6398e7,intermediate_changeover,changeover,line,format,changeover,10,Generated production event
EV_b4d5c1a0,HP_5a6398e7,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,2,Generated production event
EV_918ffe09,HP_92e1085e,short_break,planned,human,break,break,10,Alternating daily break
EV_d04e2f7d,HP_92e1085e,article_code_change,changeover,control_system,article_code,code update,5,Generated production event
EV_bdb01439,HP_92e1085e,paper_roll_change,changeover,printing_unit,paper_roll,roll change,4,Generated production event
EV_068cc620,HP_92e1085e,cleaning,planned,line,cleaning,cleaning,3,Generated production event
EV_4243205a,HP_744104bb,machine_warmup,planned,machine,startup,warmup,15,Generated production event
EV_e86da53b,HP_744104bb,date_marking_change,changeover,printing_unit,date_format,date setup,2,Generated production event
EV_a883e2e2,HP_a2e0a62f,meeting,planned,organization,meeting,meeting,11,Generated production event
EV_7897604a,HP_a2e0a62f,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,9,Generated production event
EV_2f2f7a6d,HP_a0ec4464,missing_film_imprint,quality,printing_unit,print_head,print check,17,Generated production event
EV_ddf1bad2,HP_a0ec4464,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,4,Generated production event
EV_e3ab5ddb,HP_30bf3ece,material_shortage,organization,supply_chain,raw_material,material supply,3,Generated production event
EV_987b5003,HP_30bf3ece,weigher_tank_change,changeover,weigher,tank,tank change,16,Generated production event
EV_9174ffc8,HP_30bf3ece,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,1,Generated production event
EV_28312010,HP_6db28be3,film_retake,process,film_unit,film,film reposition,13,Generated production event
EV_6b6cf628,HP_6db28be3,missing_film_imprint,quality,printing_unit,print_head,print check,7,Generated production event
EV_81a1e35d,HP_6db28be3,missing_film_imprint,quality,printing_unit,print_head,print check,2,Generated production event
EV_f8878405,HP_eecf1f7f,axis_collision,mechanical,robot_axis,axis,axis reset,5,Generated production event
EV_0a9b738f,HP_eecf1f7f,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,14,Generated production event
EV_d4f5f029,HP_eecf1f7f,intermediate_changeover,changeover,line,format,changeover,1,Generated production event
EV_9a93da40,HP_d66b1c51,date_marking_change,changeover,printing_unit,date_format,date setup,18,Generated production event
EV_84783079,HP_d66b1c51,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,2,Generated production event
EV_40da514f,HP_98c0002a,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,15,Generated production event
EV_ef1fd8e3,HP_98c0002a,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,7,Generated production event
EV_d91eb91e,HP_98c0002a,meeting,planned,organization,meeting,meeting,3,Generated production event
EV_667f5491,HP_64e8a9c0,poor_material_supply,organization,supply_chain,logistics,supply adjustment,16,Generated production event
EV_999f019a,HP_64e8a9c0,shift_handover,planned,organization,handover,handover,8,Generated production event
EV_c007f046,HP_64e8a9c0,poor_material_supply,organization,supply_chain,logistics,supply adjustment,3,Generated production event
EV_8818a0ca,HP_6cea62c0,film_retake,process,film_unit,film,film reposition,10,Generated production event
EV_dfaa5693,HP_6cea62c0,product_detachment_fault,mechanical,delta_robot,gripper,product pick,14,Generated production event
EV_21754960,HP_6cea62c0,axis_collision,mechanical,robot_axis,axis,axis reset,1,Generated production event
EV_a79637e6,HP_a6db1809,tray_blocked_in_stacker,mechanical,stacker,guide,tray alignment,9,Generated production event
EV_d9a003f5,HP_a6db1809,photoelectric_sensor_fault,electrical,conveyor,photoelectric_sensor,sensor cleaning,18,Generated production event
EV_942124c7,HP_a6db1809,missing_film_imprint,quality,printing_unit,print_head,print check,1,Generated production event
EV_cbb04776,HP_502dc1c4,cleaning,planned,line,cleaning,cleaning,12,Generated production event
EV_89f0f3c7,HP_502dc1c4,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,6,Generated production event
EV_1cafc4a2,HP_502dc1c4,product_length_out_of_range,quality,measurement_system,length_control,product rejection,4,Generated production event
EV_7ec6cfe7,HP_502dc1c4,small_product_output,process,upstream_process,throughput,process check,3,Generated production event
EV_1ac1d478,HP_a2bf14e2,machine_warmup,planned,machine,startup,warmup,7,Generated production event
EV_96498b31,HP_a2bf14e2,missing_film_imprint,quality,printing_unit,print_head,print check,4,Generated production event
EV_eb8dbcdf,HP_a2bf14e2,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,11,Generated production event
EV_e294ea88,HP_a2bf14e2,product_length_out_of_range,quality,measurement_system,length_control,product rejection,4,Generated production event
EV_dcfd1771,HP_a2bf14e2,unknown_event,other,,,,2,Generated production event
EV_c1de50e5,HP_a0807dfa,infeed_conveyor_failure,mechanical,stacker,conveyor,conveyor supply,12,Generated production event
EV_bf40c5d7,HP_a0807dfa,date_marking_change,changeover,printing_unit,date_format,date setup,10,Generated production event
EV_291e27c1,HP_a0807dfa,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,2,Generated production event
EV_94484915,HP_667bf9e0,film_retake,process,film_unit,film,film reposition,18,Generated production event
EV_1ba78510,HP_667bf9e0,product_detachment_fault,mechanical,delta_robot,gripper,product pick,3,Generated production event
EV_7bba3afb,HP_f38ae609,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,4,Generated production event
EV_fe2a5026,HP_f38ae609,destacker_jam,mechanical,destacker,tray_flow,tray clearance,5,Generated production event
EV_0f0b422e,HP_f38ae609,operator_break,planned,human,break,break,7,Generated production event
EV_7d0306f4,HP_f38ae609,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,3,Generated production event
EV_f2a910ec,HP_369f41df,intermediate_changeover,changeover,line,format,changeover,10,Generated production event
EV_9cf0fd53,HP_369f41df,cleaning,planned,line,cleaning,cleaning,6,Generated production event
EV_41cc0a18,HP_369f41df,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,2,Generated production event
EV_9525b3b9,HP_320ae401,meeting,planned,organization,meeting,meeting,16,Generated production event
EV_f7a1c48e,HP_320ae401,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,2,Generated production event
EV_01a23b57,HP_1f54d76a,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,9,Generated production event
EV_dfe0bdc1,HP_1f54d76a,unknown_event,other,,,,6,Generated production event
EV_b626708f,HP_1f54d76a,film_retake,process,film_unit,film,film reposition,5,Generated production event
EV_ff4ef40d,HP_a0fdb51f,shift_handover,planned,organization,handover,handover,5,Generated production event
EV_63fefe2c,HP_a0fdb51f,empty_tray_before_stacker,process,stacker,tray_supply,tray refill,3,Generated production event
EV_8d0f3436,HP_a0fdb51f,intermediate_changeover,changeover,line,format,changeover,10,Generated production event
EV_473ecce6,HP_a0fdb51f,planned_maintenance,maintenance,maintenance,planned,maintenance,4,Generated production event
EV_6f5874fd,HP_a0fdb51f,product_length_out_of_range,quality,measurement_system,length_control,product rejection,1,Generated production event
EV_02f9d8c5,HP_1c4d183d,product_length_out_of_range,quality,measurement_system,length_control,product rejection,17,Generated production event
EV_d43449ef,HP_1c4d183d,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,4,Generated production event
EV_c7548a20,HP_1c4d183d,film_retake,process,film_unit,film,film reposition,2,Generated production event
EV_98d51983,HP_d4af9936,short_break,planned,human,break,break,10,Alternating daily break
EV_13c24d61,HP_d4af9936,axis_collision,mechanical,robot_axis,axis,axis reset,6,Generated production event
EV_e9c97b33,HP_d4af9936,product_detachment_fault,mechanical,delta_robot,gripper,product pick,1,Generated production event
EV_b1c1e45e,HP_96b0060c,short_break,planned,human,break,break,10,Alternating daily break
EV_acf791f3,HP_96b0060c,missing_film_imprint,quality,printing_unit,print_head,print check,4,Generated production event
EV_09ae152a,HP_96b0060c,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,3,Generated production event
EV_169a92e7,HP_96b0060c,empty_tray_before_stacker,process,stacker,tray_supply,tray refill,1,Generated production event
EV_32472594,HP_88ca2c8a,short_break,planned,human,break,break,10,Alternating daily break
EV_9ce59a45,HP_88ca2c8a,operator_break,planned,human,break,break,5,Generated production event
EV_fc58f5ca,HP_88ca2c8a,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,2,Generated production event
EV_0ac2ece9,HP_ba4e8d15,short_break,planned,human,break,break,10,Alternating daily break
EV_3197f9dd,HP_ba4e8d15,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,7,Generated production event
EV_ac33f00e,HP_ba4e8d15,case_packer_format_change,changeover,case_packer,format,format change,4,Generated production event
EV_65f7b393,HP_63142da7,short_break,planned,human,break,break,10,Alternating daily break
EV_86968947,HP_63142da7,paper_roll_change,changeover,printing_unit,paper_roll,roll change,8,Generated production event
EV_c7f99b1e,HP_63142da7,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,1,Generated production event
EV_eb35af21,HP_c0853b3d,short_break,planned,human,break,break,10,Alternating daily break
EV_a9e67ae8,HP_c0853b3d,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,8,Generated production event
EV_05af14ae,HP_2be24771,short_break,planned,human,break,break,10,Alternating daily break
EV_9f01b42b,HP_2be24771,outfeed_conveyor_failure,mechanical,case_packer,conveyor,product evacuation,5,Generated production event
EV_111bc0e3,HP_2be24771,operator_break,planned,human,break,break,2,Generated production event
