event_id,hourly_prod_id,event_type,cause_family,organ,element,operator_action,duration_minutes,comment
EV_ec36330a,HP_21e9098c,paper_roll_change,changeover,printing_unit,paper_roll,roll change,2,Generated production event
EV_b41b80d5,HP_85fdb653,short_break,planned,human,break,break,10,Alternating daily break
EV_e4271b52,HP_85fdb653,operator_break,planned,human,break,break,8,Generated production event
EV_00f85dba,HP_85fdb653,empty_tray_before_stacker,process,stacker,tray_supply,tray refill,5,Generated production event
EV_6c5fa29b,HP_85fdb653,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,6,Generated production event
EV_9e21bcf6,HP_8cb79c71,meeting,planned,organization,meeting,meeting,5,Generated production event
EV_70dd80cf,HP_8cb79c71,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,10,Generated production event
EV_37c58001,HP_8cb79c71,unknown_event,other,unknown,unknown,unknown,2,Generated production event
EV_923d9043,HP_b9ce20e9,infeed_conveyor_failure,mechanical,stacker,conveyor,conveyor supply,17,Generated production event
EV_9a5f4424,HP_b9ce20e9,product_length_out_of_range,quality,measurement_system,length_control,product rejection,2,Generated production event
EV_bf185b23,HP_0cf060da,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,8,Generated production event
EV_e93b5e68,HP_0cf060da,meeting,planned,organization,meeting,meeting,5,Generated production event
EV_f6ed4ebe,HP_0cf060da,unknown_event,other,unknown,unknown,unknown,3,Generated production event
EV_babcc637,HP_d8039a4b,article_code_change,changeover,control_system,article_code,code update,7,Generated production event
EV_55ce5d67,HP_d8039a4b,axis_collision,mechanical,robot_axis,axis,axis reset,6,Generated production event
EV_203146de,HP_d8039a4b,date_marking_change,changeover,printing_unit,date_format,date setup,2,Generated production event
EV_37b0d73f,HP_9896a6c6,poor_material_supply,organization,supply_chain,logistics,supply adjustment,12,Generated production event
EV_3bdd48f4,HP_9896a6c6,product_length_out_of_range,quality,measurement_system,length_control,product rejection,3,Generated production event
EV_2daf75a3,HP_9896a6c6,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,4,Generated production event
EV_11916a44,HP_9896a6c6,infeed_conveyor_failure,mechanical,stacker,conveyor,conveyor supply,1,Generated production event
EV_3e0b8ff4,HP_cf4354b4,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,17,Generated production event
EV_3963e757,HP_6fba8652,product_length_out_of_range,quality,measurement_system,length_control,product rejection,15,Generated production event
EV_86068497,HP_6fba8652,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,2,Generated production event
EV_4c091b40,HP_8eb77257,unknown_event,other,unknown,unknown,unknown,9,Generated production event
EV_cb042f01,HP_8eb77257,unplanned_maintenance,maintenance,maintenance,unplanned,maintenance,5,Generated production event
EV_58a308b0,HP_8eb77257,stacker_jam,mechanical,stacker,tray_flow,tray clearance,3,Generated production event
EV_246d9a10,HP_8eb77257,unknown_event,other,unknown,unknown,unknown,1,Generated production event
EV_627d1447,HP_4d23c608,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,4,Generated production event
EV_42b5eef1,HP_4d23c608,meeting,planned,organization,meeting,meeting,8,Generated production event
EV_0ea900b2,HP_4d23c608,stacker_jam,mechanical,stacker,tray_flow,tray clearance,3,Generated production event
EV_5be856ae,HP_4d23c608,product_length_out_of_range,quality,measurement_system,length_control,product rejection,3,Generated production event
EV_df07a3f4,HP_e9c1cb89,axis_collision,mechanical,robot_axis,axis,axis reset,7,Generated production event
EV_b1e7b56d,HP_e9c1cb89,machine_warmup,planned,machine,startup,warmup,8,Generated production event
EV_48f265bd,HP_e9c1cb89,cleaning,planned,line,cleaning,cleaning,5,Generated production event
EV_29be25ef,HP_6a9956b7,film_retake,process,film_unit,film,film reposition,16,Generated production event
EV_d129627c,HP_397577f4,product_length_out_of_range,quality,measurement_system,length_control,product rejection,14,Generated production event
EV_856a19f9,HP_397577f4,material_shortage,organization,supply_chain,raw_material,material supply,2,Generated production event
EV_ad8f7f5b,HP_6bf86773,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,5,Generated production event
EV_ce44b970,HP_6bf86773,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,9,Generated production event
EV_6e08d178,HP_6bf86773,shift_handover,planned,organization,handover,handover,3,Generated production event
EV_741e4ad9,HP_0e4430e6,infeed_conveyor_failure,mechanical,stacker,conveyor,conveyor supply,11,Generated production event
EV_c3904bf6,HP_0e4430e6,machine_warmup,planned,machine,startup,warmup,3,Generated production event
EV_5b57ce02,HP_0e4430e6,article_code_change,changeover,control_system,article_code,code update,5,Generated production event
EV_983db329,HP_0e4430e6,film_retake,process,film_unit,film,film reposition,1,Generated production event
EV_555d2a01,HP_35d57aa4,small_product_output,process,upstream_process,throughput,process check,6,Generated production event
EV_e530b493,HP_35d57aa4,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,18,Generated production event
EV_ad41944e,HP_35d57aa4,outfeed_conveyor_failure,mechanical,case_packer,conveyor,product evacuation,2,Generated production event
EV_72612c23,HP_b87ce938,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,10,Generated production event
EV_677ab28a,HP_b87ce938,other,other,unknown,unknown,unknown,4,Generated production event
EV_c2faa4c8,HP_b87ce938,unknown_event,other,unknown,unknown,unknown,10,Generated production event
EV_8185b274,HP_b87ce938,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,2,Generated production event
EV_2ca5ad6b,HP_437b1eb4,door_safety_fault,electrical,safety_system,safety_door,reset safety,4,Generated production event
EV_ec80b0c9,HP_437b1eb4,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,18,Generated production event
EV_60354ee6,HP_437b1eb4,product_detachment_fault,mechanical,delta_robot,gripper,product pick,3,Generated production event
EV_2208e4e0,HP_437b1eb4,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,1,Generated production event
EV_93275fcc,HP_7ade8335,article_code_change,changeover,control_system,article_code,code update,14,Generated production event
EV_c231abb0,HP_7ade8335,machine_warmup,planned,machine,startup,warmup,9,Generated production event
EV_0600504a,HP_7ade8335,meeting,planned,organization,meeting,meeting,1,Generated production event
EV_a7f0af3f,HP_a301462e,intermediate_changeover,changeover,line,format,changeover,6,Generated production event
EV_f98799c6,HP_a301462e,weigher_tank_change,changeover,weigher,tank,tank change,16,Generated production event
EV_56a85570,HP_a301462e,missing_film_imprint,quality,printing_unit,print_head,print check,3,Generated production event
EV_10846abd,HP_f73da1e1,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,17,Generated production event
EV_ef541d55,HP_f73da1e1,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,8,Generated production event
EV_aad399ff,HP_f73da1e1,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,4,Generated production event
EV_4520801b,HP_71dce8cc,poor_material_supply,organization,supply_chain,logistics,supply adjustment,4,Generated production event
EV_297c8ccf,HP_71dce8cc,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,11,Generated production event
EV_823199bc,HP_71dce8cc,axis_collision,mechanical,robot_axis,axis,axis reset,4,Generated production event
EV_ba87d1e0,HP_71dce8cc,article_code_change,changeover,control_system,article_code,code update,3,Generated production event
EV_13c2ecfb,HP_71dce8cc,photoelectric_sensor_fault,electrical,conveyor,photoelectric_sensor,sensor cleaning,3,Generated production event
EV_44fa514f,HP_71dce8cc,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,1,Generated production event
EV_5f96017a,HP_5685165e,short_break,planned,human,break,break,10,Alternating daily break
EV_43e585b8,HP_5685165e,stacker_jam,mechanical,stacker,tray_flow,tray clearance,12,Generated production event
EV_e14c0ce5,HP_e63b489b,short_break,planned,human,break,break,10,Alternating daily break
EV_5fbee6ec,HP_e63b489b,shift_handover,planned,organization,handover,handover,6,Generated production event
EV_2321e0f7,HP_e63b489b,meeting,planned,organization,meeting,meeting,4,Generated production event
EV_e774a90b,HP_e63b489b,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,4,Generated production event
EV_aa15553a,HP_e63b489b,destacker_jam,mechanical,destacker,tray_flow,tray clearance,1,Generated production event
EV_0451e6ff,HP_01a7f1c8,short_break,planned,human,break,break,10,Alternating daily break
EV_a2df63c1,HP_01a7f1c8,missing_film_imprint,quality,printing_unit,print_head,print check,5,Generated production event
EV_1cc64786,HP_01a7f1c8,stacker_jam,mechanical,stacker,tray_flow,tray clearance,7,Generated production event
EV_fe3ab504,HP_d3018b09,short_break,planned,human,break,break,10,Alternating daily break
EV_52b304a2,HP_d3018b09,outfeed_conveyor_failure,mechanical,case_packer,conveyor,product evacuation,5,Generated production event
EV_c1bcfa99,HP_d3018b09,infeed_conveyor_failure,mechanical,stacker,conveyor,conveyor supply,8,Generated production event
EV_6f3d184b,HP_d3018b09,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,2,Generated production event
EV_d9a9c4ae,HP_a2f79dd1,short_break,planned,human,break,break,10,Alternating daily break
EV_e5d5a229,HP_a2f79dd1,film_retake,process,film_unit,film,film reposition,3,Generated production event
EV_5ad26146,HP_a2f79dd1,stacker_jam,mechanical,stacker,tray_flow,tray clearance,9,Generated production event
EV_3b74c761,HP_a2f79dd1,cleaning,planned,line,cleaning,cleaning,1,Generated production event
EV_78b62ddb,HP_9751b5e1,short_break,planned,human,break,break,10,Alternating daily break
EV_d1aef674,HP_9751b5e1,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,15,Generated production event
EV_abf1cdba,HP_9751b5e1,small_product_output,process,upstream_process,throughput,process check,1,Generated production event
EV_4883176a,HP_959f6740,short_break,planned,human,break,break,10,Alternating daily break
EV_863381a5,HP_959f6740,case_packer_format_change,changeover,case_packer,format,format change,6,Generated production event
EV_2e8db60d,HP_959f6740,unplanned_maintenance,maintenance,maintenance,unplanned,maintenance,3,Generated production event
EV_3f2d6155,HP_959f6740,cleaning,planned,line,cleaning,cleaning,4,Generated production event
EV_3c82ad7b,HP_bc06027b,short_break,planned,human,break,break,10,Alternating daily break
EV_66415314,HP_bc06027b,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,10,Generated production event
EV_4dc5feeb,HP_faea2270,short_break,planned,human,break,break,10,Alternating daily break
EV_ad7aa58c,HP_faea2270,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,6,Generated production event
EV_4cecd4b9,HP_faea2270,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,2,Generated production event
EV_4a4a6894,HP_e0e1b7ca,short_break,planned,human,break,break,10,Alternating daily break
EV_95b68ef8,HP_e0e1b7ca,planned_maintenance,maintenance,maintenance,planned,maintenance,5,Generated production event
EV_ed24db74,HP_e0e1b7ca,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,4,Generated production event
EV_ae6e9845,HP_e0e1b7ca,missing_film_imprint,quality,printing_unit,print_head,print check,4,Generated production event
EV_81cf4d79,HP_3ed212a8,short_break,planned,human,break,break,10,Alternating daily break
EV_ed7ba4c5,HP_3ed212a8,product_length_out_of_range,quality,measurement_system,length_control,product rejection,10,Generated production event
EV_59f275ff,HP_3ed212a8,case_packer_format_change,changeover,case_packer,format,format change,1,Generated production event
EV_24aa4f8e,HP_34db4757,short_break,planned,human,break,break,10,Alternating daily break
EV_c9d57a03,HP_34db4757,product_detachment_fault,mechanical,delta_robot,gripper,product pick,9,Generated production event
EV_1f867776,HP_7ebd1bd1,short_break,planned,human,break,break,10,Alternating daily break
EV_71092180,HP_7ebd1bd1,shift_handover,planned,organization,handover,handover,8,Generated production event
EV_042f4a12,HP_7ebd1bd1,photoelectric_sensor_fault,electrical,conveyor,photoelectric_sensor,sensor cleaning,1,Generated production event
EV_dd4d91f1,HP_3bfff2ce,short_break,planned,human,break,break,10,Alternating daily break
EV_be365da0,HP_3bfff2ce,intermediate_changeover,changeover,line,format,changeover,8,Generated production event
EV_06a69644,HP_3bfff2ce,article_code_change,changeover,control_system,article_code,code update,2,Generated production event
EV_cd4bf4f5,HP_b7bb44b1,short_break,planned,human,break,break,10,Alternating daily break
EV_545a28a7,HP_b7bb44b1,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,9,Generated production event
EV_93b50c65,HP_b7bb44b1,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,8,Generated production event
EV_887d39ab,HP_2d80cc50,short_break,planned,human,break,break,10,Alternating daily break
EV_c60ab857,HP_2d80cc50,date_marking_change,changeover,printing_unit,date_format,date setup,5,Generated production event
EV_eafa5955,HP_2d80cc50,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,4,Generated production event
EV_76cb3a0e,HP_2d80cc50,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,6,Generated production event
EV_6cd654e2,HP_2d80cc50,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,3,Generated production event
EV_d268fc75,HP_20506006,short_break,planned,human,break,break,10,Alternating daily break
EV_ba561609,HP_20506006,stacker_jam,mechanical,stacker,tray_flow,tray clearance,11,Generated production event
EV_fbfe6695,HP_20506006,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,4,Generated production event
EV_4c6ddb7b,HP_7549998e,short_break,planned,human,break,break,10,Alternating daily break
EV_b288b4cf,HP_7549998e,paper_roll_change,changeover,printing_unit,paper_roll,roll change,16,Generated production event
EV_59967974,HP_3065a556,short_break,planned,human,break,break,10,Alternating daily break
EV_84214788,HP_3065a556,product_length_out_of_range,quality,measurement_system,length_control,product rejection,12,Generated production event
EV_119e6dda,HP_3065a556,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,2,Generated production event
EV_c8643034,HP_4f50bc9d,short_break,planned,human,break,break,10,Alternating daily break
EV_e5c3599a,HP_4f50bc9d,photoelectric_sensor_fault,electrical,conveyor,photoelectric_sensor,sensor cleaning,5,Generated production event
EV_59c587f3,HP_4f50bc9d,date_marking_change,changeover,printing_unit,date_format,date setup,6,Generated production event
EV_a0f20c8a,HP_4f50bc9d,base_plate_position_fault,mechanical,base_plate_system,positioning,plate alignment,5,Generated production event
EV_5f567e1f,HP_4f50bc9d,shift_handover,planned,organization,handover,handover,1,Generated production event
EV_f3c5fb6f,HP_178bb42b,short_break,planned,human,break,break,10,Alternating daily break
EV_0fb2b8e2,HP_178bb42b,operator_break,planned,human,break,break,6,Generated production event
EV_862f5cd3,HP_178bb42b,paper_roll_change,changeover,printing_unit,paper_roll,roll change,11,Generated production event
EV_beaa9695,HP_f90f9d45,unplanned_maintenance,maintenance,maintenance,unplanned,maintenance,3,Generated production event
EV_47a3a58d,HP_f90f9d45,planned_maintenance,maintenance,maintenance,planned,maintenance,13,Generated production event
EV_c5936fe4,HP_f90f9d45,missing_film_imprint,quality,printing_unit,print_head,print check,3,Generated production event
EV_72bec046,HP_6f0a232e,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,13,Generated production event
EV_728a9459,HP_6f0a232e,poor_material_supply,organization,supply_chain,logistics,supply adjustment,3,Generated production event
EV_3c721223,HP_6f0a232e,tray_blocked_in_stacker,mechanical,stacker,guide,tray alignment,9,Generated production event
EV_75875ca4,HP_ff6b88af,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,7,Generated production event
EV_bb2a6c8e,HP_ff6b88af,unknown_event,other,unknown,unknown,unknown,3,Generated production event
EV_943f4463,HP_ff6b88af,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,14,Generated production event
EV_7894935a,HP_dc41356d,article_code_change,changeover,control_system,article_code,code update,13,Generated production event
EV_99bb984e,HP_dc41356d,empty_tray_before_stacker,process,stacker,tray_supply,tray refill,5,Generated production event
EV_3d129fd3,HP_dc41356d,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,4,Generated production event
EV_4bf748c0,HP_7dd244f0,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,4,Generated production event
EV_9008ad1f,HP_7dd244f0,destacker_jam,mechanical,destacker,tray_flow,tray clearance,5,Generated production event
EV_5760e661,HP_7dd244f0,unplanned_maintenance,maintenance,maintenance,unplanned,maintenance,3,Generated production event
EV_83381500,HP_7dd244f0,base_plate_transfer_fault,mechanical,base_plate_system,transfer,plate transfer,5,Generated production event
EV_5a2005b5,HP_7dd244f0,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,3,Generated production event
EV_79f80f3d,HP_318b790c,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,16,Generated production event
EV_a36bf530,HP_318b790c,missing_film_imprint,quality,printing_unit,print_head,print check,3,Generated production event
EV_c92b6c59,HP_318b790c,case_packer_format_change,changeover,case_packer,format,format change,2,Generated production event
EV_d00cfeea,HP_b12819d5,product_length_out_of_range,quality,measurement_system,length_control,product rejection,18,Generated production event
EV_833de50a,HP_b12819d5,cleaning,planned,line,cleaning,cleaning,5,Generated production event
EV_570df717,HP_b12819d5,door_safety_fault,electrical,safety_system,safety_door,reset safety,1,Generated production event
EV_27a4efce,HP_e5a0515e,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,3,Generated production event
EV_2a220f2e,HP_e5a0515e,photoelectric_sensor_fault,electrical,conveyor,photoelectric_sensor,sensor cleaning,7,Generated production event
EV_9ad9875c,HP_e5a0515e,photoelectric_sensor_fault,electrical,conveyor,photoelectric_sensor,sensor cleaning,5,Generated production event
EV_75ada2cf,HP_e5a0515e,film_retake,process,film_unit,film,film reposition,4,Generated production event
EV_120e1578,HP_e5a0515e,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,1,Generated production event
EV_30de2660,HP_1a5a965c,paper_roll_change,changeover,printing_unit,paper_roll,roll change,8,Generated production event
EV_4bae9b3d,HP_1a5a965c,stacker_jam,mechanical,stacker,tray_flow,tray clearance,9,Generated production event
EV_b59086d2,HP_1a5a965c,machine_warmup,planned,machine,startup,warmup,3,Generated production event
EV_93f23a0f,HP_1a5a965c,case_packer_format_change,changeover,case_packer,format,format change,1,Generated production event
EV_1e0c7a4e,HP_8a43f07d,poor_material_supply,organization,supply_chain,logistics,supply adjustment,5,Generated production event
EV_b3e57426,HP_8a43f07d,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,3,Generated production event
EV_05f815a1,HP_8a43f07d,paper_roll_change,changeover,printing_unit,paper_roll,roll change,3,Generated production event
EV_7f7ca4aa,HP_8a43f07d,article_code_change,changeover,control_system,article_code,code update,3,Generated production event
EV_d44e5d5c,HP_8a43f07d,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,4,Generated production event
EV_57b6d673,HP_5b968dff,intermediate_changeover,changeover,line,format,changeover,12,Generated production event
EV_e6462dde,HP_5b968dff,product_detachment_fault,mechanical,delta_robot,gripper,product pick,6,Generated production event
EV_8d083ccb,HP_5679b873,unplanned_maintenance,maintenance,maintenance,unplanned,maintenance,17,Generated production event
EV_8b725461,HP_5679b873,small_product_output,process,upstream_process,throughput,process check,3,Generated production event
EV_8efd1ede,HP_5679b873,paper_roll_change,changeover,printing_unit,paper_roll,roll change,2,Generated production event
EV_7261c792,HP_466f3424,meeting,planned,organization,meeting,meeting,9,Generated production event
EV_5ee73d87,HP_466f3424,cleaning,planned,line,cleaning,cleaning,3,Generated production event
EV_220a8269,HP_466f3424,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,4,Generated production event
EV_7d12fdf7,HP_466f3424,material_shortage,organization,supply_chain,raw_material,material supply,1,Generated production event
EV_e654cc2d,HP_e4b1839d,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,19,Generated production event
EV_92ecb6d2,HP_e4b1839d,unknown_event,other,unknown,unknown,unknown,1,Generated production event
EV_5060e3a3,HP_e955df0d,poor_material_supply,organization,supply_chain,logistics,supply adjustment,14,Generated production event
EV_73dfea73,HP_e955df0d,other,other,unknown,unknown,unknown,5,Generated production event
EV_465ff67f,HP_e955df0d,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,4,Generated production event
EV_0069a0e0,HP_e955df0d,destacker_jam,mechanical,destacker,tray_flow,tray clearance,5,Generated production event
EV_8024160b,HP_e955df0d,axis_collision,mechanical,robot_axis,axis,axis reset,1,Generated production event
EV_88246d0e,HP_b430b33b,other,other,unknown,unknown,unknown,5,Generated production event
EV_9fab5909,HP_b430b33b,tray_blocked_in_stacker,mechanical,stacker,guide,tray alignment,18,Generated production event
EV_47fcfb02,HP_b430b33b,article_code_change,changeover,control_system,article_code,code update,6,Generated production event
EV_b0a1e8a3,HP_d3012498,other,other,unknown,unknown,unknown,13,Generated production event
EV_37faa470,HP_d3012498,unknown_event,other,unknown,unknown,unknown,8,Generated production event
EV_d1903ac9,HP_d3012498,destacker_jam,mechanical,destacker,tray_flow,tray clearance,4,Generated production event
EV_6b8bc2ab,HP_eafc93cf,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,11,Generated production event
EV_ace9e4e0,HP_eafc93cf,meeting,planned,organization,meeting,meeting,4,Generated production event
EV_970a5808,HP_eafc93cf,poor_material_supply,organization,supply_chain,logistics,supply adjustment,11,Generated production event
EV_4da8e8f5,HP_eafc93cf,delta_sensor_fault_2,electrical,delta_robot,sensor,sensor check,3,Generated production event
EV_f5b14ac6,HP_15f59778,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,14,Generated production event
EV_3343ec00,HP_15f59778,product_length_out_of_range,quality,measurement_system,length_control,product rejection,4,Generated production event
EV_e2b2ebbf,HP_15f59778,other,other,unknown,unknown,unknown,4,Generated production event
EV_33c01437,HP_15f59778,unplanned_maintenance,maintenance,maintenance,unplanned,maintenance,6,Generated production event
EV_ba5168af,HP_33a894d2,door_safety_fault,electrical,safety_system,safety_door,reset safety,17,Generated production event
EV_93a1dfd1,HP_33a894d2,operator_break,planned,human,break,break,6,Generated production event
EV_33bc8770,HP_33a894d2,conveyor_output_jam,mechanical,outfeed_conveyor,product_flow,jam removal,4,Generated production event
EV_e9c40550,HP_aa586c56,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,6,Generated production event
EV_a9f9ecb0,HP_aa586c56,material_shortage,organization,supply_chain,raw_material,material supply,5,Generated production event
EV_029449df,HP_aa586c56,case_packer_format_change,changeover,case_packer,format,format change,13,Generated production event
EV_36a93d28,HP_aa586c56,tray_blocked_in_stacker,mechanical,stacker,guide,tray alignment,3,Generated production event
EV_4ee54bad,HP_5cbab927,short_break,planned,human,break,break,10,Alternating daily break
EV_10cc2563,HP_5cbab927,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,11,Generated production event
EV_92c22b23,HP_5cbab927,cleaning,planned,line,cleaning,cleaning,2,Generated production event
EV_fe02bf75,HP_1ad709eb,short_break,planned,human,break,break,10,Alternating daily break
EV_38328f71,HP_1ad709eb,product_length_out_of_range,quality,measurement_system,length_control,product rejection,9,Generated production event
EV_85ffb5d8,HP_1ad709eb,intermediate_changeover,changeover,line,format,changeover,1,Generated production event
EV_b233a019,HP_ce2de341,short_break,planned,human,break,break,10,Alternating daily break
EV_db1579e3,HP_ce2de341,delta_sensor_fault_1,electrical,delta_robot,sensor,sensor check,9,Generated production event
EV_27fb0411,HP_83d0960f,short_break,planned,human,break,break,10,Alternating daily break
EV_2450d172,HP_83d0960f,material_shortage,organization,supply_chain,raw_material,material supply,4,Generated production event
EV_bf0b91fd,HP_83d0960f,shift_handover,planned,organization,handover,handover,6,Generated production event
EV_269def64,HP_0901578c,short_break,planned,human,break,break,10,Alternating daily break
EV_583d768e,HP_0901578c,planned_maintenance,maintenance,maintenance,planned,maintenance,5,Generated production event
EV_040f78e1,HP_0901578c,material_shortage,organization,supply_chain,raw_material,material supply,3,Generated production event
EV_11d42a78,HP_0901578c,meeting,planned,organization,meeting,meeting,3,Generated production event
EV_7a41d4da,HP_0901578c,poor_material_supply,organization,supply_chain,logistics,supply adjustment,1,Generated production event
EV_cb9a31cc,HP_53c26ab9,short_break,planned,human,break,break,10,Alternating daily break
EV_b5c6269a,HP_53c26ab9,ink_ribbon_replacement,operator,printing_unit,ink_ribbon,ribbon replacement,5,Generated production event
EV_039532d7,HP_53c26ab9,planned_maintenance,maintenance,maintenance,planned,maintenance,3,Generated production event
EV_88e91819,HP_53c26ab9,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,4,Generated production event
EV_73403bfa,HP_54540fc0,short_break,planned,human,break,break,10,Alternating daily break
EV_ea44023a,HP_54540fc0,stacker_jam,mechanical,stacker,tray_flow,tray clearance,4,Generated production event
EV_52401d1c,HP_54540fc0,other,other,unknown,unknown,unknown,6,Generated production event
EV_bd39a728,HP_daf767f1,short_break,planned,human,break,break,10,Alternating daily break
EV_62e63990,HP_daf767f1,cassette_sticker_adjustment,process,labeling_unit,cassette,cassette adjust,5,Generated production event
EV_e77f75aa,HP_daf767f1,photoelectric_sensor_fault,electrical,conveyor,photoelectric_sensor,sensor cleaning,4,Generated production event
EV_4fabb79e,HP_daf767f1,weigher_tank_change,changeover,weigher,tank,tank change,1,Generated production event
EV_e8996ed4,HP_8c21b6a0,short_break,planned,human,break,break,10,Alternating daily break
EV_51b65d05,HP_8c21b6a0,destacker_jam,mechanical,destacker,tray_flow,tray clearance,4,Generated production event
EV_982f7d35,HP_8c21b6a0,product_length_out_of_range,quality,measurement_system,length_control,product rejection,3,Generated production event
EV_f27161bc,HP_8c21b6a0,case_packer_format_change,changeover,case_packer,format,format change,5,Generated production event
EV_98b7692f,HP_75c11be0,short_break,planned,human,break,break,10,Alternating daily break
EV_8213b376,HP_75c11be0,door_safety_fault,electrical,safety_system,safety_door,reset safety,8,Generated production event
EV_f953f1d1,HP_99e2bb44,short_break,planned,human,break,break,10,Alternating daily break
EV_acc5b0c7,HP_99e2bb44,stacker_jam,mechanical,stacker,tray_flow,tray clearance,9,Generated production event
EV_19a839e3,HP_99e2bb44,destacker_jam,mechanical,destacker,tray_flow,tray clearance,2,Generated production event
EV_fea86ee2,HP_37f047e9,short_break,planned,human,break,break,10,Alternating daily break
EV_15f43a02,HP_37f047e9,unplanned_maintenance,maintenance,maintenance,unplanned,maintenance,5,Generated production event
EV_6181d7ee,HP_37f047e9,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,3,Generated production event
EV_ff96a171,HP_37f047e9,intermediate_changeover,changeover,line,format,changeover,4,Generated production event
EV_5a30d13b,HP_07db132d,short_break,planned,human,break,break,10,Alternating daily break
EV_66ce10ca,HP_07db132d,sticker_roll_change,changeover,labeling_unit,sticker_roll,roll change,7,Generated production event
EV_67771909,HP_07db132d,product_length_out_of_range,quality,measurement_system,length_control,product rejection,2,Generated production event
EV_c671602d,HP_0573cd89,short_break,planned,human,break,break,10,Alternating daily break
EV_9ea2d6a6,HP_0573cd89,sticker_application_fault,process,labeling_unit,applicator,sticker adjustment,7,Generated production event
EV_64d71168,HP_0573cd89,sticker_rewinder_belt_break,mechanical,labeling_unit,belt,belt replacement,1,Generated production event
EV_f42d644d,HP_fb3833b1,short_break,planned,human,break,break,10,Alternating daily break
EV_6a22d48a,HP_fb3833b1,date_marking_change,changeover,printing_unit,date_format,date setup,9,Generated production event
EV_d43d8dcf,HP_fb3833b1,small_product_output,process,upstream_process,throughput,process check,8,Generated production event
EV_b6575efe,HP_fb3833b1,operator_break,planned,human,break,break,1,Generated production event
EV_71e1dbd7,HP_1107a2a2,short_break,planned,human,break,break,10,Alternating daily break
EV_1814a485,HP_1107a2a2,product_length_out_of_range,quality,measurement_system,length_control,product rejection,9,Generated production event
EV_d7932085,HP_1107a2a2,case_packer_format_change,changeover,case_packer,format,format change,5,Generated production event
EV_c0f767ca,HP_22eccd27,short_break,planned,human,break,break,10,Alternating daily break
EV_7ea4b34e,HP_22eccd27,axis_collision,mechanical,robot_axis,axis,axis reset,15,Generated production event
